"Entity.1","Entity.2","source","target"
"GNB1","GNGT2",39,161
"GNB1","GNG13",39,162
"GNB1","GNG3",39,139
"GNB1","GNG7",39,140
"GNB1","GNG2",39,141
"GNB1","GNG4",39,142
"GNB1","ADCY6",39,178
"GNB1","GNG11",39,163
"GNB1","GNG5",39,143
"GNB1","GNG10",39,164
"GNB1","GNG12",39,165
"GNB1","ARRB1",39,64
"GNB1","GNGT1",39,17
"GNB1","ADRBK1",39,76
"GNB1","GNAI1",39,79
"GNB1","GNAI3",39,87
"GNB1","GNAI2",39,23
"GNB1","PAK1",39,93
"GNB1","RAP1A",39,29
"GNB1","AKT1",39,35
"NFKB1","NCF1",40,173
"NFKB1","IKBKB",40,70
"NFKB1","PRKACA",40,86
"NFKB1","CHUK",40,24
"NFKB1","STAT3",40,95
"NFKB1","NFKBIA",40,31
"NFKB1","IKBKG",40,32
"NFKB1","RELA",40,33
"NFKB1","GSK3B",40,99
"ARRB2","CCR7",41,10
"ARRB2","CXCR4",41,15
"ARRB2","AKT2",41,62
"ARRB2","MAP2K1",41,26
"ARRB2","CSK",41,92
"ARRB2","RAF1",41,27
"ARRB2","MAPK3",41,94
"ARRB2","NFKBIA",41,31
"ARRB2","AKT1",41,35
"ARRB2","MAPK1",41,36
"PIK3R6","PIK3CG",42,72
"ACKR4","CCL8",43,114
"ACKR4","CCL13",43,115
"ACKR4","CXCL13",43,134
"ACKR4","CCL7",43,117
"ACKR4","CCL21",43,46
"ACKR4","CCL25",43,137
"ACKR4","CCL19",43,48
"ACKR4","CCL11",43,125
"ACKR4","CCL2",43,51
"ACKR4","CCL5",43,3
"ACKR2","CCL3L1",101,156
